"Manuscript H-ID","repository_key (Organisation) H-ID","Short name / acronym",Country(ies),idno,"iiif manifest",Digitization-type
2145,739682,"Paris, Bibliothèque de l'Ecole des Beaux-Arts",France,"Ms. 0479",https://api.irht.cnrs.fr/ark:/63955/fxhm93jgrdu5/manifest.json,
2146,739682,"Paris, Bibliothèque de l'Ecole des Beaux-Arts",France,"Ms. 0480",https://api.irht.cnrs.fr/ark:/63955/flar1smunhn5/manifest.json,
2147,739682,"Paris, Bibliothèque de l'Ecole des Beaux-Arts",France,"Ms. 0481",https://api.irht.cnrs.fr/ark:/63955/f58mi7jru380/manifest.json,
2148,739682,"Paris, Bibliothèque de l'Ecole des Beaux-Arts",France,"Ms. 0482",https://api.irht.cnrs.fr/ark:/63955/fzbx45x3e3vb/manifest.json,
2149,739682,"Paris, Bibliothèque de l'Ecole des Beaux-Arts",France,"Ms. 0483",https://api.irht.cnrs.fr/ark:/63955/f44x7ouvbm9f/manifest.json,
2150,739682,"Paris, Bibliothèque de l'Ecole des Beaux-Arts",France,"Ms. 0484",https://api.irht.cnrs.fr/ark:/63955/ftx8go9x3chl/manifest.json,
2151,739682,"Paris, Bibliothèque de l'Ecole des Beaux-Arts",France,"Ms. 0485",https://api.irht.cnrs.fr/ark:/63955/fvau7uyp3z9h/manifest.json,
2152,739682,"Paris, Bibliothèque de l'Ecole des Beaux-Arts",France,"Ms. 0486",https://api.irht.cnrs.fr/ark:/63955/fx4y698cuby7/manifest.json,
2153,739682,"Paris, Bibliothèque de l'Ecole des Beaux-Arts",France,"Ms. 0488",https://api.irht.cnrs.fr/ark:/63955/f1h9gh6c9l13/manifest.json,
2154,739682,"Paris, Bibliothèque de l'Ecole des Beaux-Arts",France,"Ms. 0727",https://api.irht.cnrs.fr/ark:/63955/fyqorv0rbhrx/manifest.json,
2155,739682,"Paris, Bibliothèque de l'Ecole des Beaux-Arts",France,"Ms.Mas 0004",https://api.irht.cnrs.fr/ark:/63955/f79hajuwbbgb/manifest.json,
2156,739682,"Paris, Bibliothèque de l'Ecole des Beaux-Arts",France,"Ms.Mas 0012",https://api.irht.cnrs.fr/ark:/63955/fa1kyauwyk3s/manifest.json,
2157,739682,"Paris, Bibliothèque de l'Ecole des Beaux-Arts",France,"Ms.Mas 0017",https://api.irht.cnrs.fr/ark:/63955/f77v4v0pjzde/manifest.json,
2158,739682,"Paris, Bibliothèque de l'Ecole des Beaux-Arts",France,"Ms.Mas 0019",https://api.irht.cnrs.fr/ark:/63955/fn5qv1mqnjvc/manifest.json,
2159,739682,"Paris, Bibliothèque de l'Ecole des Beaux-Arts",France,"Ms.Mas 0020",https://api.irht.cnrs.fr/ark:/63955/f4jz0isz7vxp/manifest.json,
2160,739682,"Paris, Bibliothèque de l'Ecole des Beaux-Arts",France,"Ms.Mas 0022",https://api.irht.cnrs.fr/ark:/63955/fdw5dzik3jdo/manifest.json,
2161,739682,"Paris, Bibliothèque de l'Ecole des Beaux-Arts",France,"Ms.Mas 0054",https://api.irht.cnrs.fr/ark:/63955/fw8yyljbzc0q/manifest.json,
2162,739682,"Paris, Bibliothèque de l'Ecole des Beaux-Arts",France,"Ms.Mas 0137",https://api.irht.cnrs.fr/ark:/63955/fe1d7q7d1zn3/manifest.json,
2163,739682,"Paris, Bibliothèque de l'Ecole des Beaux-Arts",France,"Ms.Mas 0139",https://api.irht.cnrs.fr/ark:/63955/feqfm41m3dyo/manifest.json,
2164,739682,"Paris, Bibliothèque de l'Ecole des Beaux-Arts",France,"Ms.Mas 0140",https://api.irht.cnrs.fr/ark:/63955/f2nwf3zad2mu/manifest.json,
2207,739686,"Paris, Bibliothèque Mazarine",France,502,https://mazarinum.bibliotheque-mazarine.fr/iiif/2572/manifest,"single page"
2209,739686,"Paris, Bibliothèque Mazarine",France,504,https://mazarinum.bibliotheque-mazarine.fr/iiif/4150/manifest,"single page"
2244,739687,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal",France,286,https://gallica.bnf.fr/iiif/ark:/12148/btv1b550132123/manifest.json,
2514,739690,"Paris, Bibliothèque nationale de France, Manuscrits",France,"lat. 09476",https://gallica.bnf.fr/iiif/ark:/12148/btv1b100254496/manifest.json,"single page"
2828,739691,"Paris, Bibliothèque Sainte-Geneviève",France,1278,https://api.irht.cnrs.fr/ark:/63955/flp45bsvhgup/manifest.json,
2831,739691,"Paris, Bibliothèque Sainte-Geneviève",France,2678,https://api.irht.cnrs.fr/ark:/63955/fp0m9ic41k2o/manifest.json,
2832,739691,"Paris, Bibliothèque Sainte-Geneviève",France,2679,https://api.irht.cnrs.fr/ark:/63955/fsowdra7rncr/manifest.json,
2835,739691,"Paris, Bibliothèque Sainte-Geneviève",France,2682,https://api.irht.cnrs.fr/ark:/63955/fc12zv9n1wjg/manifest.json,
2836,739691,"Paris, Bibliothèque Sainte-Geneviève",France,2683,https://api.irht.cnrs.fr/ark:/63955/fq4ov8w254vn/manifest.json,
2840,739691,"Paris, Bibliothèque Sainte-Geneviève",France,2687,https://api.irht.cnrs.fr/ark:/63955/fjrssc2wsjdv/manifest.json,
2841,739691,"Paris, Bibliothèque Sainte-Geneviève",France,2688,https://api.irht.cnrs.fr/ark:/63955/fck3tdtk7jto/manifest.json,
2843,739691,"Paris, Bibliothèque Sainte-Geneviève",France,2695,https://iiif.archivelab.org/iiif/MS2695/manifest.json,"single page"
2844,739691,"Paris, Bibliothèque Sainte-Geneviève",France,2696,https://api.irht.cnrs.fr/ark:/63955/fz3b9f1on20d/manifest.json,
2845,739691,"Paris, Bibliothèque Sainte-Geneviève",France,2697,https://api.irht.cnrs.fr/ark:/63955/f5elgki07bvx/manifest.json,
2846,739691,"Paris, Bibliothèque Sainte-Geneviève",France,2698,https://api.irht.cnrs.fr/ark:/63955/fuc11tu73l1o/manifest.json,
2847,739691,"Paris, Bibliothèque Sainte-Geneviève",France,2699,https://api.irht.cnrs.fr/ark:/63955/fyh8zi9f7zj8/manifest.json,
2849,739691,"Paris, Bibliothèque Sainte-Geneviève",France,2701,https://api.irht.cnrs.fr/ark:/63955/fk2hvgktvxqa/manifest.json,
2850,739691,"Paris, Bibliothèque Sainte-Geneviève",France,2702,https://api.irht.cnrs.fr/ark:/63955/f2a8kr7nvpli/manifest.json,
2851,739691,"Paris, Bibliothèque Sainte-Geneviève",France,2703,https://api.irht.cnrs.fr/ark:/63955/fylhwia2dmhy/manifest.json,
2852,739691,"Paris, Bibliothèque Sainte-Geneviève",France,2704,https://api.irht.cnrs.fr/ark:/63955/fwlohkwfse8n/manifest.json,
2853,739691,"Paris, Bibliothèque Sainte-Geneviève",France,2705,https://api.irht.cnrs.fr/ark:/63955/fnbc0zmy59qv/manifest.json,
2858,739691,"Paris, Bibliothèque Sainte-Geneviève",France,2710,https://api.irht.cnrs.fr/ark:/63955/fd92swtw7zsg/manifest.json,
2859,739691,"Paris, Bibliothèque Sainte-Geneviève",France,2711,https://api.irht.cnrs.fr/ark:/63955/f8i29fdduf8s/manifest.json,
2860,739691,"Paris, Bibliothèque Sainte-Geneviève",France,2712,https://api.irht.cnrs.fr/ark:/63955/fov5zsg7x3tn/manifest.json,
2861,739691,"Paris, Bibliothèque Sainte-Geneviève",France,2713,https://api.irht.cnrs.fr/ark:/63955/fi8e24h2j271/manifest.json,
2903,739695,"Paris, Musée de Cluny",France,"Cl. 01246",https://api.irht.cnrs.fr/ark:/63955/ftj4uo4vw3qu/manifest.json,
2904,739695,"Paris, Musée de Cluny",France,"Cl. 01249",https://api.irht.cnrs.fr/ark:/63955/figp28q4pcpf/manifest.json,
2905,739695,"Paris, Musée de Cluny",France,"Cl. 01250",https://api.irht.cnrs.fr/ark:/63955/f830y8019pg8/manifest.json,
2906,739695,"Paris, Musée de Cluny",France,"Cl. 01252",https://api.irht.cnrs.fr/ark:/63955/fi6k874j6q07/manifest.json,
2907,739695,"Paris, Musée de Cluny",France,"Cl. 01254",https://api.irht.cnrs.fr/ark:/63955/fazykz7p4tae/manifest.json,
2911,739695,"Paris, Musée de Cluny",France,"Cl. 10955",https://api.irht.cnrs.fr/ark:/63955/f4dclinp2k51/manifest.json,
2924,739695,"Paris, Musée de Cluny",France,"Cl. 13966",https://api.irht.cnrs.fr/ark:/63955/fxp6xq9qp6jv/manifest.json,
2925,739695,"Paris, Musée de Cluny",France,"Cl. 14268",https://api.irht.cnrs.fr/ark:/63955/f2h8dlnrsifw/manifest.json,
3123,739710,"Quimper, Bibliothèque municipale",France,42,https://api.irht.cnrs.fr/ark:/63955/f04zmla9kvn5/manifest.json,
3138,739713,"Rennes, Bibliothèque municipale",France,33,https://api.irht.cnrs.fr/ark:/63955/fc113zlpm40b/manifest.json,
3139,739713,"Rennes, Bibliothèque municipale",France,34,https://api.irht.cnrs.fr/ark:/63955/fowhc4bjhgjv/manifest.json,
3149,739713,"Rennes, Bibliothèque municipale",France,1511,https://api.irht.cnrs.fr/ark:/63955/fszk4f1tzs80/manifest.json,
3157,739713,"Rennes, Bibliothèque municipale",France,1834,https://api.irht.cnrs.fr/ark:/63955/f2mpqri8gfen/manifest.json,
3158,739713,"Rennes, Bibliothèque municipale",France,2044,https://api.irht.cnrs.fr/ark:/63955/f6nw9pi0h1i6/manifest.json,
3161,739713,"Rennes, Bibliothèque municipale",France,"0034 bis",https://api.irht.cnrs.fr/ark:/63955/f4qdm5byam88/manifest.json,
3162,739713,"Rennes, Bibliothèque municipale",France,"0034 ter",https://api.irht.cnrs.fr/ark:/63955/f7is0v142wjx/manifest.json,
3245,739725,"Saint-Brieuc, Bibliothèque municipale",France,1,https://api.irht.cnrs.fr/ark:/63955/f635yq99q9b3/manifest.json,
3246,739725,"Saint-Brieuc, Bibliothèque municipale",France,2,https://api.irht.cnrs.fr/ark:/63955/fa0qswq6n7e7/manifest.json,
3247,739725,"Saint-Brieuc, Bibliothèque municipale",France,4,https://api.irht.cnrs.fr/ark:/63955/fin3gzj40hba/manifest.json,
3248,739725,"Saint-Brieuc, Bibliothèque municipale",France,5,https://api.irht.cnrs.fr/ark:/63955/f9h8ctr1u6u6/manifest.json,
3249,739726,"Saint-Calais, Bibliothèque municipale",France,"01 (4473)",https://api.irht.cnrs.fr/ark:/63955/fjv18rblvla6/manifest.json,
3310,739747,"Toulouse, Bibliothèque municipale",France,128,https://api.irht.cnrs.fr/ark:/63955/fbkqi616jy5l/manifest.json,
3316,739747,"Toulouse, Bibliothèque municipale",France,134,https://api.irht.cnrs.fr/ark:/63955/f874uzde6dnk/manifest.json,
3321,739747,"Toulouse, Bibliothèque municipale",France,139,https://api.irht.cnrs.fr/ark:/63955/foyv1lhah3d3/manifest.json,
3323,739747,"Toulouse, Bibliothèque municipale",France,141,https://api.irht.cnrs.fr/ark:/63955/fy65pyiewsak/manifest.json,
3324,739747,"Toulouse, Bibliothèque municipale",France,142,https://api.irht.cnrs.fr/ark:/63955/fb3rf8743y47/manifest.json,
3383,739757,"Valenciennes, Bibliothèque municipale",France,"0837 (619)",https://api.irht.cnrs.fr/ark:/63955/f259y335s1fy/manifest.json,
3411,739765,"Vire, Bibliothèque municipale",France,"A 0507",https://api.irht.cnrs.fr/ark:/63955/ftfvv3rfcp68/manifest.json,
5998,740086,"Kraków, Muzeum Narodowe, Biblioteka Czartoryskich",Poland,"3025 I Rkps.",https://polona.pl/iiif/item/NDI1MzcyMTg/manifest.json,
6670,740173,"Los Angeles, University of California Los Angeles Library, Department of Special Collections, Charles E. Young Research Library",USA,"Coll. 170 Ms. 050",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009vj21/manifest,
6671,740173,"Los Angeles, University of California Los Angeles Library, Department of Special Collections, Charles E. Young Research Library",USA,"Coll. 170 Ms. 685",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s0t51/manifest,
6672,740173,"Los Angeles, University of California Los Angeles Library, Department of Special Collections, Charles E. Young Research Library",USA,"Coll. 170 Ms. 686",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s39xh/manifest,
6673,740173,"Los Angeles, University of California Los Angeles Library, Department of Special Collections, Charles E. Young Research Library",USA,"Coll. 170 Ms. 692",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s75h5/manifest,
7156,740203,"Philadelphia, Philadelphia Museum of Art, Department of Prints, Drawings, and Photographs",USA,1945‑65‑8,https://iiif.archivelab.org/iiif/1945_65_8/manifest.json,"single page"
7161,740203,"Philadelphia, Philadelphia Museum of Art, Department of Prints, Drawings, and Photographs",USA,1945‑65‑6,https://iiif.archivelab.org/iiif/1945_65_6/manifest.json,"single page"
7162,740203,"Philadelphia, Philadelphia Museum of Art, Department of Prints, Drawings, and Photographs",USA,1945‑65‑9,https://iiif.archivelab.org/iiif/1945_65_9/manifest.json,single
7168,740203,"Philadelphia, Philadelphia Museum of Art, Department of Prints, Drawings, and Photographs",USA,1949‑83‑1,https://iiif.archivelab.org/iiif/1949_83_1/manifest.json,single
7172,740204,"Philadelphia, University of Pennsylvania, Kislak Center for Special Collections, Rare Books and Manuscripts",USA,"Ms. Codex 1056",https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3b853k0m/manifest,"single page"
693311,740204,"Philadelphia, University of Pennsylvania, Kislak Center for Special Collections, Rare Books and Manuscripts",USA,"Ms. Codex 1063",https://colenda.library.upenn.edu/phalt/iiif/2/81431-p37p8td0d/manifest,"single page"
723894,740241,"Saint-Denis, Bibliothèque municipale",France,"E (449)",https://bvmm.irht.cnrs.fr/iiif/34144/manifest,"single page"
725111,740086,"Kraków, Muzeum Narodowe, Biblioteka Czartoryskich",Poland,"2948 I Rkps.",https://polona.pl/iiif/item/NDI1MzcyMDc/manifest.json,
733271,740264,"Philadelphia, Temple University Library, Special Collections Research Center",USA,"(SPC) MSS 133",https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3qj7821c/manifest,single
733308,740203,"Philadelphia, Philadelphia Museum of Art, Department of Prints, Drawings, and Photographs",USA,1967‑30‑120,https://iiif.archivelab.org/iiif/1967_30_120/manifest.json,single
733309,740203,"Philadelphia, Philadelphia Museum of Art, Department of Prints, Drawings, and Photographs",USA,1967‑30‑121,https://iiif.archivelab.org/iiif/1967_30_121/manifest.json,single
733310,740203,"Philadelphia, Philadelphia Museum of Art, Department of Prints, Drawings, and Photographs",USA,1967‑30‑122,https://iiif.archivelab.org/iiif/1967_30_122/manifest.json,single
733311,740204,"Philadelphia, University of Pennsylvania, Kislak Center for Special Collections, Rare Books and Manuscripts",USA,"Ms. Codex 1566",https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3rv0d30r/manifest,"single page"
733312,740204,"Philadelphia, University of Pennsylvania, Kislak Center for Special Collections, Rare Books and Manuscripts",USA,"Ms. Codex 1625",https://colenda.library.upenn.edu/phalt/iiif/2/81431-p36d4h/manifest,single
733313,740204,"Philadelphia, University of Pennsylvania, Kislak Center for Special Collections, Rare Books and Manuscripts",USA,"Ms. Codex 674",https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3cg54/manifest,"single page"
733314,740204,"Philadelphia, University of Pennsylvania, Kislak Center for Special Collections, Rare Books and Manuscripts",USA,"Ms. Codex 681",https://colenda.library.upenn.edu/phalt/iiif/2/81431-p31p2z/manifest,"single page"
733316,740204,"Philadelphia, University of Pennsylvania, Kislak Center for Special Collections, Rare Books and Manuscripts",USA,"Ms. Codex 688",https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3vt1gr02/manifest,"single page"
733317,740204,"Philadelphia, University of Pennsylvania, Kislak Center for Special Collections, Rare Books and Manuscripts",USA,"Ms. Codex 738",https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3pv6b80t/manifest,"single page"
733318,740204,"Philadelphia, University of Pennsylvania, Kislak Center for Special Collections, Rare Books and Manuscripts",USA,"Ms. Coll. 591 Folder 23",https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3808h/manifest,"single page"
733319,740204,"Philadelphia, University of Pennsylvania, Kislak Center for Special Collections, Rare Books and Manuscripts",USA,"Ms. Coll. 591 Folder 24",https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3466k/manifest,"single page"
733320,740204,"Philadelphia, University of Pennsylvania, Kislak Center for Special Collections, Rare Books and Manuscripts",USA,"Ms. Coll. 591 Folder 27",https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3r07g/manifest,"single page"
733322,740270,"Philadelphia, University of Pennsylvania, Library at the Herbert D. Katz Center for Advanced Judaic Studies",USA,"CAJS Rar Ms 416",https://colenda.library.upenn.edu/phalt/iiif/2/81431-p33j9v/manifest,"single page"
733805,740276,"New York, Fordham University, Walsh Library, Archives and Special Collections",USA,"MS 03",https://iiif.archivelab.org/iiif/bookofhoursuseof00cath/manifest.json,
733806,740276,"New York, Fordham University, Walsh Library, Archives and Special Collections",USA,"MS 04",https://iiif.archivelab.org/iiif/bookofhours00cath/manifest.json,
733842,740204,"Philadelphia, University of Pennsylvania, Kislak Center for Special Collections, Rare Books and Manuscripts",USA,"Ms. Coll. 591 Folder 32",https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3348gr9b/manifest,"single page"
733856,740283,"Sacramento, California State Library",USA,"CSL v096 C3631",https://iiif.archivelab.org/iiif/images_CSLv096C3631_9/manifest.json,
733858,740285,"San Francisco, California State Library, Sutro Library",USA,"Sutro Library Vault M000102",https://iiif.archivelab.org/iiif/images_SutroCollectionMS06_12/manifest.json,
