"from","to"
"4838","V_Roma"
"4846","V_Paris"
"4855","D_Sarum"
"4877","V_Évreux"
"4877","D_Évreux"
"4882","V_Paris"
"4882","D_Paris"
"4883","V_Autun"
"4890","V_Paris"
"4890","D_Paris"
"4911","V_Sarum"
"4911","D_Sarum"
"4922","V_Lisieux"
"4926","V_Tournai"
"4926","D_Roma"
"4927","V_Amiens"
"4927","D_Amiens"
"4929","V_Roma"
"4929","D_Roma"
"4968","V_Paris"
"4968","D_Paris"
"4987","D_Liège"
"4988","D_Toul"
"4989","V_Toul"
"4990","V_Cambrai"
"4991","V_Sarum"
"4992","V_Sarum"
"4994","V_Paris"
"4994","D_Paris"
"4995","V_Reims"
"4995","D_Reims"
"4996","V_Langres"
"4996","D_Langres"
"4997","V_Paris"
"4997","D_Paris"
"4998","V_Metz"
"4998","D_Metz"
"4999","V_Roma"
"4999","D_Roma"
"5000","V_Roma"
"5000","D_Roma"
"5001","V_Bordeaux"
"5001","D_Bordeaux"
"5002","V_Roma"
"5002","D_Roma"
"5003","V_Tongeren O.S.A."
"5005","V_Roma"
"5006","V_Tournai"
"5008","V_Valenciennes, Saint-Jean-Baptiste O.S.A."
"5008","D_Valenciennes, Saint-Jean-Baptiste O.S.A."
"5009","V_Sarum"
"5009","D_Sarum"
"5010","V_Amiens"
"5011","D_O.P."
"5012","V_Roma"
"5012","D_Roma"
"5013","V_Roma"
"5014","V_Thérouanne|Amiens (Organisation)"
"5015","V_Roma"
"5016","V_Roma"
"5016","D_Roma"
"5018","V_Roma"
"5019","V_Sarum"
"5019","D_Sarum"
"5020","V_Amiens"
"5021","V_Angers"
"5022","V_Amiens"
"5023","V_Roma"
"5024","V_O.F.M."
"5025","V_Roma"
"5026","V_Paris"
"5027","V_Sarum"
"5028","V_Tours"
"5029","V_Metz"
"5030","V_Sarum"
"5031","V_Autun"
"5032","V_Beauvais"
"5032","D_Beauvais"
"5033","V_Roma"
"5033","D_Roma"
"5034","V_Roma"
"5034","D_Roma"
"5035","V_Sarum"
"5035","D_Sarum"
"5036","V_Roma"
"5037","V_Rouen"
"5038","V_Reims"
"5038","D_Reims"
"5039","V_Paris"
"5039","D_Paris"
"5040","D_Autun"
"5041","V_Paris"
"5041","D_Paris"
"5042","V_Roma"
"5043","V_Roma"
"5045","V_Amiens"
"5061","D_Roma"
"5062","D_Roma"
"5063","D_Roma"
"5064","V_Paris"
"5064","D_Paris"
"5065","V_Rouen"
"5066","V_Paris"
"5066","D_Paris"
"5067","V_Paris"
"5068","V_Sarum"
"5068","D_Sarum"
"5071","V_Sarum"
"5072","V_Amiens"
"5073","V_Paris"
"5074","V_Roma"
"5075","V_Nevers"
"5076","V_Roma"
"5077","V_Chartres"
"5079","V_Paris"
"5080","V_Roma"
"5081","V_Rennes"
"5086","D_Aosta"
"5087","D_Aosta"
"5088","V_Aosta"
"5129","V_Roma"
"5129","D_Roma"
"5163","D_O.F.M."
"5164","D_O.F.M."
"5245","V_Paris"
"5245","D_Paris"
"5268","V_Paris"
"5268","D_Paris"
"5279","V_Roma"
"5280","V_Roma"
"5280","D_Roma"
"5282","D_Lyon"
"5311","V_Paris"
"5311","D_Paris"
"5316","V_Chartres"
"5341","V_Roma"
"5341","D_Roma"
"5345","V_Roma"
"5345","D_Roma"
"5350","V_Rennes"
"5389","V_Rouen"
"5389","D_Rouen"
"5390","V_Roma"
"5390","D_Roma"
"5421","V_Paris"
"5452","V_Roma"
"5452","D_Roma"
"5459","V_Paris"
"5459","D_Paris"
"5564","V_Paris"
"5564","D_Paris"
"5568","D_Roma"
"5587","D_Besançon"
"5589","V_Besançon"
"5590","V_Roma"
"5590","D_Roma"
"5591","V_Chalon-sur-Saône"
"5604","D_Aquileia"
"5682","V_O.F.M."
"5692","V_Paris"
"5692","D_Paris"
"5693","V_Roma"
"5693","D_Tournai"
"5695","D_Roma"
"5696","V_Roma"
"5696","D_Roma"
"5697","V_O.S.A."
"5699","D_O.Praem."
"5700","D_Utrecht"
"5701","D_Utrecht"
"5715","V_Paris"
"5715","D_Paris"
"5724","D_Utrecht"
"5729","V_Paris"
"5729","D_Paris"
"5738","V_Troyes"
"5739","V_Paris"
"5739","D_Paris"
"5744","V_Besançon"
"5744","D_Besançon"
"5745","V_Paris"
"5746","V_Paris"
"5746","D_Paris"
"5747","V_Roma"
"5747","D_Roma"
"5748","D_O.P."
"5751","V_Roma"
"5751","D_Roma"
"5753","V_Troyes"
"5754","V_Roma"
"5754","D_Roma"
"5755","V_Roma"
"5755","D_Roma"
"5756","V_Maeseyck O.S.A."
"5760","V_Roma"
"5760","D_Roma"
"5767","V_Roma"
"5767","D_Roma"
"5780","D_Liège"
"5781","V_Roma"
"5791","V_Utrecht"
"5792","V_Reims"
"5792","D_Reims"
"5794","D_Roma"
"5797","D_Utrecht"
"5798","V_Paris"
"5798","D_Paris"
"5945","V_Roma"
"5945","D_Roma"
"5946","D_Roma"
"5947","D_Roma"
"5950","D_Utrecht"
"5951","D_Reims"
"5953","D_Gravenhage ('s)"
"5955","V_Roma"
"5955","D_Roma"
"5956","V_Sarum"
"5956","D_Sarum"
"5957","V_Roma"
"5957","D_Roma"
"5959","V_Roma"
"5959","D_Roma"
"5960","V_Roma"
"5960","D_Roma"
"5961","D_Roma"
"5962","V_Utrecht"
"5963","V_Watten O.S.A."
"5966","D_Utrecht"
"5969","V_Roma"
"5969","D_Roma"
"6005","V_Roma"
"6005","D_Roma"
"6006","V_Roma"
"6006","D_Roma"
"6011","V_Paris"
"6012","V_Paris"
"6012","D_Paris"
"6013","V_Roma"
"6013","D_Roma"
"6014","V_Roma"
"6014","D_Roma"
"6025","D_Roma"
"6028","D_Narbonne"
"6030","D_Rouen"
"6031","V_Roma"
"6031","D_Roma"
"6032","D_Rouen"
"6033","D_Roma"
"6035","D_Paris"
"6038","V_Roma"
"6038","D_Roma"
"6039","D_O.S.Cl."
"6043","V_Roma"
"6043","D_Roma"
"6044","V_Roma"
"6044","D_Roma"
"6045","V_Paris"
"6045","D_Paris"
"6046","V_Roma"
"6046","D_Roma"
"6047","V_Roma"
"6047","D_Roma"
"6048","V_Paris"
"6048","D_Paris"
"6056","V_Roma"
"6056","D_Roma"
"6057","V_Roma"
"6068","V_Amiens"
"6070","V_Tournai"
"6070","D_Tournai"
"6092","V_Roma"
"6093","V_Thérouanne"
"6095","V_Roma"
"6096","V_Roma"
"6097","V_Tournai"
"6100","V_Tours"
"6108","V_Roma"
"6117","V_Roma"
"6137","V_Angers"
"6146","D_O.S.Salv."
"6150","D_Paris"
"6152","D_Roma"
"6153","D_Sion-en-Valais"
"6159","D_O.F.M."
"6174","D_Soissons"
"6180","D_Tournai, Notre-Dame-du-Bon-Conseil O.S.A."
"6190","V_Metz, Saint-Sauveur O.S.A."
"6206","V_Arras"
"6209","V_Roma"
"6210","V_Windesheim|Utrecht (Organisation)"
"6210","D_Utrecht"
"6223","V_Roma"
"6223","D_Roma"
"6224","V_Roma"
"6224","D_Saint-Riquier"
"6226","V_Roma"
"6226","D_Roma"
"6234","V_Roma"
"6234","D_Bourges"
"6237","V_Roma"
"6238","V_Paris"
"6238","D_Paris"
"6240","V_Rouen"
"6240","D_Roma"
"6244","D_O.Praem."
"6248","V_Roma"
"6248","D_Roma"
"6250","V_Poitiers"
"6250","D_Poitiers"
"6258","V_Roma"
"6258","D_Roma"
"6266","V_Paris"
"6266","D_Paris"
"6275","V_Paris"
"6275","D_Paris"
"6279","V_Paris"
"6279","D_Paris"
"6282","V_Paris"
"6282","D_Paris"
"6285","V_Roma"
"6285","D_O.P."
"6286","V_Rouen"
"6286","D_Rouen"
"6287","V_Paris"
"6287","D_Paris"
"6289","V_Amiens"
"6289","D_Amiens"
"6290","V_Roma"
"6290","D_Roma"
"6296","V_Reims"
"6296","D_Reims"
"6298","V_Paris"
"6298","D_Paris"
"6299","V_Mons, Sainte-Waudru O.S.A."
"6299","D_Mons, Sainte-Waudru O.S.A."
"6301","V_Paris"
"6301","D_Paris"
"6303","V_Paris"
"6303","D_Paris"
"6305","V_Besançon"
"6308","V_Roma"
"6308","D_Roma"
"6313","D_O.Cart."
"6314","V_Paris"
"6314","D_Paris"
"6315","V_Paris"
"6315","D_Paris"
"6316","V_Roma"
"6316","D_Paris"
"6317","V_Roma"
"6317","D_Roma"
"6319","D_Roma"
"6344","V_Roma"
"6344","D_Roma"
"6349","V_O.P."
"6367","D_Liège"
"6369","V_Troyes"
"6369","D_Troyes"
"6390","V_Roma"
"6390","D_Roma"
"6391","V_Roma"
"6391","D_Roma"
"6392","V_Sarum"
"6392","D_Sarum"
"6407","V_Rennes"
"6407","D_Rennes"
"6410","V_Roma"
"6410","D_Roma"
"6412","V_Tournai"
"6412","D_Tournai"
"6425","V_Roma"
"6425","D_Roma"
"6439","V_Roma"
"6440","V_Paris"
"6440","D_Paris"
"6456","V_Paris"
"6462","V_Roma"
"6463","V_Rouen"
"6464","V_Roma"
"6465","V_Troyes"
"6466","V_Orléans"
"6467","V_Roma"
"6468","V_Roma"
"6469","V_Roma"
"6469","D_Roma"
"6480","V_Roma"
"6480","D_Roma"
"6481","V_Roma"
"6481","D_Roma"
"6482","V_Paris"
"6484","V_Paris"
"6485","D_Paris"
"6490","V_Paris"
"6490","D_Paris"
"6494","V_Roma"
"6511","V_Roma"
"6511","D_Roma"
"6513","V_Roma"
"6542","V_Roma"
"6542","D_Roma"
"6549","V_Roma"
"6549","D_Roma"
"6550","V_Roma"
"6550","D_Roma"
"6553","V_Amiens|Thérouanne (Organisation)"
"6554","V_Roma"
"6554","D_Roma"
"6564","V_Rouen"
"6564","D_Rouen"
"6574","V_Châlons-en-Champagne"
"6577","V_Roma"
"6577","D_Roma"
"6581","V_Roma"
"6597","V_Paris"
"6597","D_Paris"
"6598","V_Paris"
"6598","D_Paris"
"6599","V_Paris"
"6599","D_Paris"
"6608","V_Roma"
"6608","D_Roma"
"6613","V_Amiens"
"6613","D_Roma"
"6614","V_Roma"
"6614","D_Roma"
"6625","V_Roma"
"6625","D_Roma"
"6626","V_Roma"
"6626","D_Roma"
"6640","V_Sarum"
"6641","V_Roma"
"6641","D_Roma"
"6642","V_Sarum"
"6642","D_Sarum"
"6643","V_Roma"
"6646","V_Paris"
"6646","D_Paris"
"6647","V_Paris"
"6647","D_Paris"
"6648","V_Roma"
"6648","D_Roma"
"6649","V_Roma"
"6649","D_Roma"
"6650","V_Roma"
"6650","D_Roma"
"6654","V_Amiens"
"6655","V_Le Mans"
"6656","V_Paris"
"6656","D_Paris"
"6657","V_Paris"
"6657","D_Paris"
"6658","V_Paris"
"6658","D_Paris"
"6659","V_Roma"
"6659","D_Roma"
"6660","V_Sarum"
"6660","D_Sarum"
"6661","V_Poitiers"
"6666","V_Roma"
"6666","D_Roma"
"6674","V_Roma"
"6674","D_Châlons-en-Champagne"
"6692","V_Nevers"
"6696","V_Paris"
"6696","D_Paris"
"6698","V_Amiens"
"6698","D_Amiens"
"6703","V_Metz"
"6703","D_Metz"
"6704","V_Besançon"
"6704","D_Besançon"
"6717","V_Paris"
"6717","D_Paris"
"6718","V_Paris"
"6718","D_Paris"
"6719","V_Paris"
"6719","D_Paris"
"6720","V_Troyes"
"6720","D_Troyes"
"6721","D_Roma"
"6722","V_Paris"
"6741","V_Paris"
"6741","D_Paris"
"6744","V_Paris"
"6744","D_Paris"
"6745","V_O.P."
"6747","D_Senlis"
"6748","V_Paris"
"6748","D_Paris"
"6749","V_Orléans"
"6749","D_Orléans"
"6750","V_Windesheim|Utrecht (Organisation)"
"6750","D_Utrecht"
"6751","V_Sarum"
"6751","D_Sarum"
"6754","V_Roma"
"6757","V_Rouen"
"6757","D_Rouen"
"6759","V_Reims"
"6759","D_Reims"
"6760","V_Paris"
"6760","D_Paris"
"6762","V_Roma"
"6762","D_Roma"
"6763","V_Paris"
"6763","D_Paris"
"6765","V_Roma"
"6766","V_Roma"
"6766","D_Roma"
"6767","V_Roma"
"6767","D_Roma"
"6768","V_Roma"
"6773","V_Roma"
"6773","D_Roma"
"6774","V_Rouen"
"6774","D_Rouen"
"6775","V_Besançon"
"6775","D_Besançon"
"6776","V_Roma"
"6776","D_Roma"
"6777","V_Roma"
"6777","D_Roma"
"6778","V_Roma"
"6778","D_Roma"
"6779","V_Rouen"
"6780","V_Roma"
"6780","D_Roma"
"6781","V_Sarum"
"6781","D_Roma"
"6785","V_Roma"
"6785","D_Roma"
"6786","V_Roma"
"6786","D_Roma"
"6789","V_Orléans"
"6789","D_Orléans"
"6790","V_Reims"
"6790","D_Reims"
"6791","V_Nantes"
"6792","V_Roma"
"6792","D_Roma"
"6793","V_Roma"
"6793","D_Roma"
"6795","V_Paris"
"6795","D_Paris"
"6796","V_Roma"
"6798","V_Roma"
"6801","V_Roma"
"6801","D_Roma"
"6802","V_Lyon"
"6802","D_Lyon"
"6803","V_Dol|Rennes (Organisation)"
"6804","V_Roma"
"6804","D_Roma"
"6805","V_Metz"
"6805","D_Metz"
"6806","V_Roma"
"6806","D_Roma"
"6807","D_Verdun"
"6810","V_Tours"
"6810","D_Tours"
"6812","V_Roma"
"6812","D_Roma"
"6813","V_Sarum"
"6813","D_Sarum"
"6814","V_Thérouanne"
"6814","D_Cambrai"
"6815","V_Sarum"
"6815","D_Sarum"
"6816","V_Rouen"
"6816","D_Rouen"
"6817","V_Troyes|Sens (Organisation)"
"6817","D_Troyes"
"6818","V_Rouen"
"6818","D_Rouen"
"6819","V_Chalon-sur-Saône"
"6819","D_Chalon-sur-Saône"
"6820","V_Rouen"
"6820","D_Rouen"
"6822","V_Rouen"
"6822","D_Rouen"
"6823","V_Rouen"
"6823","D_Rouen"
"6824","V_Roma"
"6824","D_Roma"
"6826","V_Paris"
"6826","D_Paris"
"6827","V_Roma"
"6827","D_Roma"
"6828","V_Roma"
"6828","D_Roma"
"6829","V_Le Mans"
"6829","D_Tours"
"6830","V_Dol"
"6830","D_Sarum"
"6832","V_Rouen"
"6833","V_Roma"
"6834","V_Rouen"
"6834","D_Rouen"
"6835","V_Rouen"
"6835","D_Rouen"
"6836","V_O.F.M."
"6837","V_Lisieux"
"6837","D_Sarum"
"6838","V_Rennes|Dol (Organisation)"
"6838","D_Rennes"
"6839","V_Rouen"
"6839","D_Rouen"
"6840","V_Évreux"
"6840","D_Évreux"
"6841","V_Paris"
"6841","D_Paris"
"6844","V_Roma"
"6844","D_Roma"
"6846","V_Paris"
"6847","V_Paris"
"6847","D_Paris"
"6848","V_Besançon"
"6849","V_Paris"
"6849","D_Paris"
"6850","V_Amiens"
"6850","D_Roma"
"6851","V_Paris"
"6851","D_Paris"
"6852","V_Rouen"
"6852","D_Rouen"
"6853","V_O.Cart."
"6853","D_O.Cart."
"6854","V_Rouen"
"6854","D_Rouen"
"6858","V_Paris"
"6858","D_Paris"
"6859","V_Roma"
"6859","D_Roma"
"6862","V_Orléans"
"6862","D_Angers"
"6863","V_Angers"
"6863","D_Angers"
"6864","V_Roma"
"6864","D_Roma"
"6866","V_Paris"
"6866","D_Paris"
"6871","V_Rouen"
"6871","D_Rouen"
"6873","V_Roma"
"6874","V_Langres"
"6874","D_Langres"
"6875","V_Roma"
"6875","D_Roma"
"6877","V_Paris"
"6877","D_Paris"
"6878","V_Roma"
"6879","V_Roma"
"6879","D_Roma"
"6880","V_Roma"
"6882","V_Roma"
"6882","D_Roma"
"6883","V_Roma"
"6883","D_Roma"
"6885","V_Besançon"
"6886","V_Paris"
"6886","D_Paris"
"6887","V_Roma"
"6887","D_Roma"
"6892","V_Rouen"
"6892","D_Rouen"
"6897","V_Roma"
"6897","D_Roma"
"6898","V_Roma"
"6898","D_Roma"
"6899","V_Roma"
"6899","D_Roma"
"6900","V_Roma"
"6900","D_Roma"
"6901","V_Roma"
"6901","D_Roma"
"6904","V_Paris"
"6904","D_Paris"
"6905","V_Paris"
"6905","D_Paris"
"6906","V_Paris"
"6906","D_Paris"
"6907","V_Roma"
"6908","V_Chartres"
"6908","D_Tours"
"6909","V_Roma"
"6909","D_Roma"
"6910","V_Ortulus Anime, Strasbourg, Wilhelm Schaffener, 1498"
"6910","D_Roma"
"6911","V_Roma"
"6912","V_Roma"
"6912","D_Roma"
"6913","V_Roma"
"6913","D_Roma"
"6914","V_Arras"
"6914","D_Arras"
"6918","V_Paris"
"6918","D_Paris"
"6919","V_Paris"
"6919","D_Paris"
"6921","V_Paris"
"6921","D_Paris"
"6922","D_Windesheim"
"6924","V_Poitiers"
"6924","D_Poitiers"
"6926","V_Tours"
"6926","D_Tours"
"6928","V_Nantes"
"6928","D_Nantes"
"6929","V_Roma"
"6929","D_Roma"
"6930","V_Roma"
"6930","D_Roma"
"6931","V_Roma"
"6931","D_Roma"
"6932","V_Paris"
"6932","D_Paris"
"6933","V_Roma"
"6940","D_Poitiers"
"6944","V_Sarum"
"6944","D_Sarum"
"6945","V_Roma"
"6945","D_Mariënwater O.S.Salv."
"6946","V_Besançon"
"6948","V_Roma"
"6948","D_Roma"
"6949","V_Windesheim|Utrecht (Organisation)"
"6954","V_Windesheim|Utrecht (Organisation)"
"6954","D_Utrecht"
"6956","V_Châlons-en-Champagne"
"6956","D_Châlons-en-Champagne"
"6957","V_Arras"
"6958","V_Roma"
"6959","V_Paris"
"6959","D_Paris"
"6960","V_Roma"
"6960","D_Roma"
"6961","V_Paris"
"6961","D_Paris"
"6962","V_Paris"
"6962","D_Paris"
"6963","V_Angers"
"6964","V_Roma"
"6973","V_Lyon"
"6973","D_Lyon"
"6974","V_Roma"
"6974","D_Roma"
"6975","V_Roma"
"6975","D_Roma"
"6982","V_Roma"
"6982","D_Roma"
"6986","V_Besançon"
"7003","V_Paris"
"7005","V_Paris"
"7005","D_Paris"
"7008","V_Paris"
"7008","D_Paris"
"7014","V_Amiens"
"7017","V_Tournai"
"7019","V_Besançon"
"7020","V_Coutances"
"7020","D_Coutances"
"7021","D_Roma"
"7024","V_Paris"
"7024","D_Paris"
"7050","V_Tours"
"7050","D_Tours"
"7051","V_Roma"
"7051","D_Roma"
"7058","V_Roma"
"7058","D_Roma"
"7059","V_Amiens"
"7059","D_Amiens"
"7061","V_Roma"
"7073","V_Roma"
"7073","D_Roma"
"7080","V_Le Mans"
"7082","V_Paris"
"7082","D_Paris"
"7083","V_Roma"
"7083","D_Roma"
"7084","V_Paris"
"7084","D_Paris"
"7124","V_Bourges"
"7125","V_Bourges"
"7126","V_Paris"
"7126","D_Paris"
"7127","V_Roma"
"7138","V_Roma"
"7145","V_Rennes"
"7145","D_Rennes"
"7146","V_Paris"
"7146","D_Paris"
"7147","V_Paris"
"7147","D_Paris"
"7154","V_Roma"
"7154","D_Roma"
"7155","V_Paris"
"7155","D_Paris"
"7156","V_Roma"
"7156","D_Roma"
"7157","V_Roma"
"7157","D_Poitiers"
"7158","V_Paris"
"7179","V_Rouen"
"7191","V_Paris"
"7191","D_Paris"
"7192","V_Toul"
"7192","D_Toul"
"7193","D_Paris"
"7194","V_Paris"
"7194","D_Paris"
"7195","V_Troyes"
"7195","D_Troyes"
"7196","V_Roma"
"7197","V_Paris"
"7197","D_Paris"
"7198","V_Rouen"
"7198","D_Rouen"
"7199","V_Roma"
"7199","D_Roma"
"7205","D_Mons, Sainte-Waudru O.S.A."
"7215","V_Paris"
"7215","D_Paris"
"7216","V_Mons, Sainte-Waudru O.S.A."
"7217","V_Roma"
"7217","D_Roma"
"7224","V_Sarum"
"7224","D_Sarum"
"7226","V_Paris"
"7227","V_Paris"
"7227","D_Paris"
"7231","V_Roma"
"7231","D_Roma"
"7233","V_Sarum"
"7233","D_Sarum"
"7234","V_Amiens"
"7234","D_Amiens"
"7237","D_Paris"
"7238","V_Windesheim|Utrecht (Organisation)"
"7238","D_Windesheim"
"7241","V_Roma"
"7241","D_Roma"
"7243","V_Roma"
"7244","D_Besançon"
"7247","V_Besançon"
"7247","D_Besançon"
"7248","V_Paris"
"7248","D_Paris"
"7254","V_Roma"
"7254","D_Roma"
"7255","V_Roma"
"7255","D_Roma"
"7257","V_Paris"
"7257","D_Paris"
"7260","D_Paris"
"7261","V_Roma"
"7261","D_Roma"
"7264","V_Roma"
"7265","V_Paris"
"7265","D_Paris"
"7274","V_Saint-Quentin"
"7275","D_O.F.M."
"7276","V_Roma"
"7276","D_Roma"
"7290","V_Sarum"
"7290","D_Utrecht"
"7306","V_Rennes"
"7313","V_Roma"
"7313","D_Roma"
"7320","V_Amiens|Thérouanne (Organisation)"
"7330","V_Roma"
"7330","D_Amiens"
"7346","V_Roma"
"7346","D_Roma"
"7347","V_Rouen"
"7347","D_Rouen"
"7348","V_Roma"
"7348","D_Roma"
"7349","V_Amiens"
"7349","D_Amiens"
"7350","V_Roma"
"7350","D_Mons, Sainte-Waudru O.S.A."
"7351","V_Cambrai"
"7352","V_Roma"
"7353","V_Roma"
"7353","D_Roma"
"7354","V_Cambrai"
"7355","V_Roma"
"7357","V_Roma"
"7357","D_Roma"
"7358","V_Roma"
"7358","D_Roma"
"7360","D_Paris"
"7362","V_Roma"
"7362","D_Roma"
"7365","V_Roma"
"7366","V_Roma"
"7367","V_Roma"
"7374","V_Roma"
"7374","D_Roma"
"7375","V_Roma"
"7377","V_Angers"
"7378","V_Napoli, San Gregorio O.S.B."
"7380","V_Paris"
"7384","V_Roma"
"7386","V_Roma"
"7391","D_Roma"
"7392","D_O.F.M."
"7393","V_Roma"
"7399","V_Roma"
"7399","D_Roma"
"7406","D_Genève"
"7407","V_Roma"
"7408","V_Roma"
"7409","V_Bursfeld O.S.B."
"7410","V_Roma"
"7412","V_Aosta"
"7413","V_Roma"
"7417","V_Roma"
"7423","V_Paris"
"7427","V_Blois, Saint-Laumer O.S.B."
"7428","V_Besançon"
"7428","D_Roma"
"7429","V_Roma"
"7430","V_Roma"
"7433","V_Metz"
"7434","V_Paris"
"7436","V_Roma"
"7438","V_Roma"
"7439","V_Roma"
"7440","V_Roma"
"7442","V_Roma"
"7444","V_Roma"
"7453","D_Regensburg"
"7457","V_Roma"
"7460","V_Roma"
"7463","V_O.T."
"7464","V_Rouen"
"7465","V_Poitiers"
"7469","V_Paris"
"7472","V_Roma"
"7473","V_Sarum"
"7476","V_Roma"
"7476","D_Roma"
"7484","D_Dortmund, Sankt Katherina Opraem"
"7489","V_Roma"
"7492","V_Paris"
"7493","V_O.P."
"7496","V_Roma"
"7496","D_Roma"
"7498","V_Roma"
"7502","V_Paris"
"7504","V_Roma"
"7506","V_Venezia, Santa Maria delle Virgini O.S.A."
"7507","V_Roma"
"7509","V_Mons, Sainte-Waudru O.S.A."
"7511","V_Thérouanne"
"7511","D_Thérouanne"
"733452","V_Paris"
"733452","D_Paris"
"734419","V_Roma"
"734786","D_Rouen"
